Wavelength,Value,Boxcolor,Lightintensity
555.5,9.02E-04,dark,low
556,9.04E-04,dark,low
556.5,9.53E-04,dark,low
557,5.82E-04,dark,low
557.5,7.23E-04,dark,low
558,8.55E-04,dark,low
558.5,1.06E-03,dark,low
559,1.00E-03,dark,low
559.5,6.89E-04,dark,low
560,5.22E-04,dark,low
560.5,7.08E-04,dark,low
561,8.15E-04,dark,low
561.5,9.04E-04,dark,low
562,8.79E-04,dark,low
562.5,8.73E-04,dark,low
563,7.41E-04,dark,low
563.5,9.54E-04,dark,low
564,8.82E-04,dark,low
564.5,8.93E-04,dark,low
565,1.13E-03,dark,low
565.5,1.18E-03,dark,low
566,1.13E-03,dark,low
566.5,1.11E-03,dark,low
567,1.30E-03,dark,low
567.5,1.10E-03,dark,low
568,1.24E-03,dark,low
568.5,1.38E-03,dark,low
569,1.31E-03,dark,low
569.5,1.24E-03,dark,low
570,1.13E-03,dark,low
570.5,1.11E-03,dark,low
571,1.29E-03,dark,low
571.5,1.27E-03,dark,low
572,1.28E-03,dark,low
572.5,1.39E-03,dark,low
573,1.24E-03,dark,low
573.5,1.48E-03,dark,low
574,1.45E-03,dark,low
574.5,1.46E-03,dark,low
575,1.52E-03,dark,low
575.5,1.77E-03,dark,low
576,2.14E-03,dark,low
576.5,1.92E-03,dark,low
577,1.82E-03,dark,low
577.5,1.75E-03,dark,low
578,1.89E-03,dark,low
578.5,2.06E-03,dark,low
579,1.97E-03,dark,low
579.5,1.87E-03,dark,low
580,2.01E-03,dark,low
580.5,1.90E-03,dark,low
581,1.58E-03,dark,low
581.5,1.70E-03,dark,low
582,1.85E-03,dark,low
582.5,1.86E-03,dark,low
583,1.78E-03,dark,low
583.5,1.61E-03,dark,low
584,1.59E-03,dark,low
584.5,1.72E-03,dark,low
585,1.79E-03,dark,low
585.5,1.87E-03,dark,low
586,1.96E-03,dark,low
586.5,1.98E-03,dark,low
587,2.05E-03,dark,low
587.5,1.86E-03,dark,low
588,2.08E-03,dark,low
588.5,2.28E-03,dark,low
589,2.05E-03,dark,low
589.5,2.15E-03,dark,low
590,2.39E-03,dark,low
590.5,2.41E-03,dark,low
591,2.61E-03,dark,low
591.5,2.64E-03,dark,low
592,2.50E-03,dark,low
592.5,2.41E-03,dark,low
593,2.64E-03,dark,low
593.5,2.49E-03,dark,low
594,2.47E-03,dark,low
594.5,2.39E-03,dark,low
595,2.59E-03,dark,low
595.5,2.85E-03,dark,low
596,3.04E-03,dark,low
596.5,2.48E-03,dark,low
597,2.58E-03,dark,low
597.5,2.93E-03,dark,low
598,2.93E-03,dark,low
598.5,3.26E-03,dark,low
599,3.15E-03,dark,low
599.5,2.83E-03,dark,low
600,2.88E-03,dark,low
600.5,3.22E-03,dark,low
601,3.19E-03,dark,low
601.5,3.02E-03,dark,low
602,3.05E-03,dark,low
602.5,3.06E-03,dark,low
603,3.07E-03,dark,low
603.5,3.02E-03,dark,low
604,3.11E-03,dark,low
604.5,2.82E-03,dark,low
605,2.98E-03,dark,low
605.5,2.89E-03,dark,low
606,3.06E-03,dark,low
606.5,3.08E-03,dark,low
607,3.02E-03,dark,low
607.5,2.94E-03,dark,low
608,3.13E-03,dark,low
608.5,3.07E-03,dark,low
609,3.13E-03,dark,low
609.5,3.41E-03,dark,low
610,3.54E-03,dark,low
610.5,3.47E-03,dark,low
611,3.37E-03,dark,low
611.5,3.48E-03,dark,low
612,3.63E-03,dark,low
612.5,3.20E-03,dark,low
613,3.33E-03,dark,low
613.5,3.17E-03,dark,low
614,3.22E-03,dark,low
614.5,3.23E-03,dark,low
615,3.06E-03,dark,low
615.5,2.94E-03,dark,low
616,2.85E-03,dark,low
616.5,2.92E-03,dark,low
617,3.19E-03,dark,low
617.5,2.81E-03,dark,low
618,2.68E-03,dark,low
618.5,2.64E-03,dark,low
619,2.50E-03,dark,low
619.5,2.55E-03,dark,low
620,2.57E-03,dark,low
620.5,2.59E-03,dark,low
621,2.57E-03,dark,low
621.5,2.35E-03,dark,low
622,2.46E-03,dark,low
622.5,2.42E-03,dark,low
623,2.26E-03,dark,low
623.5,2.61E-03,dark,low
624,2.23E-03,dark,low
624.5,2.40E-03,dark,low
625,2.50E-03,dark,low
625.5,2.33E-03,dark,low
626,2.30E-03,dark,low
626.5,2.25E-03,dark,low
627,2.54E-03,dark,low
627.5,2.31E-03,dark,low
628,2.59E-03,dark,low
628.5,2.84E-03,dark,low
629,2.40E-03,dark,low
629.5,2.40E-03,dark,low
630,2.31E-03,dark,low
630.5,2.50E-03,dark,low
631,2.33E-03,dark,low
631.5,2.39E-03,dark,low
632,2.30E-03,dark,low
632.5,2.17E-03,dark,low
633,2.20E-03,dark,low
633.5,2.14E-03,dark,low
634,2.14E-03,dark,low
634.5,1.79E-03,dark,low
635,1.64E-03,dark,low
635.5,1.95E-03,dark,low
636,1.93E-03,dark,low
636.5,1.76E-03,dark,low
637,2.04E-03,dark,low
637.5,1.95E-03,dark,low
638,1.93E-03,dark,low
638.5,1.78E-03,dark,low
639,2.13E-03,dark,low
639.5,1.67E-03,dark,low
640,1.82E-03,dark,low
640.5,1.79E-03,dark,low
641,1.49E-03,dark,low
641.5,1.70E-03,dark,low
642,1.46E-03,dark,low
642.5,1.73E-03,dark,low
643,1.90E-03,dark,low
643.5,1.87E-03,dark,low
644,1.54E-03,dark,low
644.5,1.39E-03,dark,low
645,1.51E-03,dark,low
645.5,1.70E-03,dark,low
646,1.73E-03,dark,low
646.5,1.56E-03,dark,low
647,1.62E-03,dark,low
647.5,1.82E-03,dark,low
648,1.88E-03,dark,low
648.5,1.72E-03,dark,low
649,1.74E-03,dark,low
649.5,1.77E-03,dark,low
650,2.03E-03,dark,low
650.5,1.78E-03,dark,low
651,1.60E-03,dark,low
651.5,1.66E-03,dark,low
652,1.59E-03,dark,low
652.5,1.68E-03,dark,low
653,1.46E-03,dark,low
653.5,1.58E-03,dark,low
654,1.26E-03,dark,low
654.5,1.31E-03,dark,low
655,1.49E-03,dark,low
655.5,1.27E-03,dark,low
656,1.27E-03,dark,low
656.5,1.15E-03,dark,low
657,1.11E-03,dark,low
657.5,1.24E-03,dark,low
658,1.06E-03,dark,low
658.5,1.31E-03,dark,low
659,1.40E-03,dark,low
659.5,1.01E-03,dark,low
660,1.32E-03,dark,low
660.5,1.15E-03,dark,low
661,1.13E-03,dark,low
661.5,1.26E-03,dark,low
662,1.45E-03,dark,low
662.5,8.24E-04,dark,low
663,3.99E-04,dark,low
663.5,7.96E-04,dark,low
664,8.67E-04,dark,low
664.5,6.51E-04,dark,low
665,9.47E-04,dark,low
665.5,7.25E-04,dark,low
666,1.10E-03,dark,low
666.5,9.41E-04,dark,low
667,8.74E-04,dark,low
667.5,6.55E-04,dark,low
668,9.41E-04,dark,low
668.5,9.22E-04,dark,low
669,7.55E-04,dark,low
669.5,6.23E-04,dark,low
670,4.71E-04,dark,low
670.5,1.96E-04,dark,low
671,1.99E-04,dark,low
671.5,1.42E-04,dark,low
672,1.68E-04,dark,low
672.5,2.12E-04,dark,low
673,4.80E-05,dark,low
673.5,5.35E-04,dark,low
674,5.01E-04,dark,low
674.5,6.91E-04,dark,low
675,7.55E-04,dark,low
675.5,4.50E-04,dark,low
676,4.84E-04,dark,low
676.5,3.40E-04,dark,low
677,1.24E-04,dark,low
677.5,1.19E-04,dark,low
678,2.04E-05,dark,low
678.5,2.07E-04,dark,low
679,2.62E-04,dark,low
679.5,6.88E-04,dark,low
680,3.35E-04,dark,low
680.5,3.49E-04,dark,low
681,2.43E-04,dark,low
681.5,1.82E-04,dark,low
682,3.08E-04,dark,low
682.5,1.88E-04,dark,low
683,3.88E-04,dark,low
683.5,4.10E-04,dark,low
684,3.04E-04,dark,low
684.5,5.35E-04,dark,low
685,5.31E-04,dark,low
685.5,7.76E-04,dark,low
686,1.14E-03,dark,low
686.5,4.61E-04,dark,low
687,9.05E-04,dark,low
687.5,1.03E-03,dark,low
688,6.99E-04,dark,low
688.5,1.14E-03,dark,low
689,9.97E-04,dark,low
689.5,9.30E-04,dark,low
690,6.04E-04,dark,low
690.5,1.45E-03,dark,low
691,7.60E-04,dark,low
691.5,7.78E-04,dark,low
692,8.26E-04,dark,low
692.5,1.02E-03,dark,low
693,5.66E-04,dark,low
693.5,8.08E-04,dark,low
694,6.18E-04,dark,low
694.5,6.38E-04,dark,low
695,2.97E-04,dark,low
695.5,6.05E-04,dark,low
696,2.98E-04,dark,low
696.5,1.50E-04,dark,low
697,1.80E-04,dark,low
697.5,4.44E-04,dark,low
698,4.18E-04,dark,low
698.5,5.47E-04,dark,low
699,7.08E-04,dark,low
699.5,5.87E-04,dark,low
700,6.68E-04,dark,low
700.5,4.55E-04,dark,low
701,4.47E-04,dark,low
701.5,4.66E-04,dark,low
702,2.15E-04,dark,low
702.5,4.30E-04,dark,low
703,1.50E-04,dark,low
703.5,1.64E-04,dark,low
704,0.00E+00,dark,low
704.5,0.00E+00,dark,low
705,0.00E+00,dark,low
705.5,0.00E+00,dark,low
706,0.00E+00,dark,low
706.5,0.00E+00,dark,low
707,0.00E+00,dark,low
707.5,1.43E-04,dark,low
708,2.35E-04,dark,low
708.5,8.72E-07,dark,low
709,0.00E+00,dark,low
709.5,0.00E+00,dark,low
710,8.20E-05,dark,low
710.5,4.30E-04,dark,low
711,6.39E-04,dark,low
711.5,4.06E-05,dark,low
712,8.15E-05,dark,low
712.5,2.74E-04,dark,low
713,3.69E-05,dark,low
713.5,0.00E+00,dark,low
714,1.48E-05,dark,low
714.5,2.50E-04,dark,low
715,1.51E-05,dark,low
715.5,0.00E+00,dark,low
716,5.68E-06,dark,low
716.5,0.00E+00,dark,low
717,6.69E-06,dark,low
717.5,1.11E-05,dark,low
718,2.16E-04,dark,low
718.5,6.53E-04,dark,low
719,7.17E-04,dark,low
719.5,6.63E-04,dark,low
720,4.26E-04,dark,low
720.5,7.79E-04,dark,low
721,9.76E-04,dark,low
721.5,8.25E-04,dark,low
722,4.04E-04,dark,low
722.5,2.32E-04,dark,low
723,3.29E-04,dark,low
723.5,2.45E-04,dark,low
724,6.63E-04,dark,low
724.5,5.54E-04,dark,low
725,1.79E-04,dark,low
725.5,1.32E-04,dark,low
726,1.81E-04,dark,low
726.5,3.95E-04,dark,low
727,4.27E-05,dark,low
727.5,8.01E-05,dark,low
728,2.19E-05,dark,low
728.5,1.33E-05,dark,low
729,3.27E-04,dark,low
729.5,2.49E-05,dark,low
730,2.61E-04,dark,low
730.5,6.38E-05,dark,low
731,0.00E+00,dark,low
731.5,5.39E-05,dark,low
732,2.85E-04,dark,low
732.5,2.94E-04,dark,low
733,7.89E-04,dark,low
733.5,0.00E+00,dark,low
734,0.00E+00,dark,low
734.5,0.00E+00,dark,low
735,2.01E-04,dark,low
735.5,3.84E-04,dark,low
736,1.01E-04,dark,low
736.5,1.84E-04,dark,low
737,9.20E-04,dark,low
737.5,1.19E-03,dark,low
738,1.48E-03,dark,low
738.5,1.17E-03,dark,low
739,1.24E-03,dark,low
739.5,8.79E-04,dark,low
740,3.21E-04,dark,low
740.5,6.16E-04,dark,low
741,3.98E-04,dark,low
741.5,5.56E-04,dark,low
742,6.05E-04,dark,low
742.5,4.49E-04,dark,low
743,5.94E-04,dark,low
743.5,3.65E-04,dark,low
744,4.31E-04,dark,low
744.5,8.90E-06,dark,low
745,0.00E+00,dark,low
745.5,0.00E+00,dark,low
746,5.02E-05,dark,low
746.5,1.37E-04,dark,low
747,2.21E-04,dark,low
747.5,1.15E-04,dark,low
748,8.60E-05,dark,low
748.5,1.10E-06,dark,low
749,0.00E+00,dark,low
749.5,1.14E-04,dark,low
750,2.13E-04,dark,low
750.5,8.85E-05,dark,low
751,6.28E-04,dark,low
751.5,3.83E-04,dark,low
752,0.00E+00,dark,low
752.5,0.00E+00,dark,low
753,0.00E+00,dark,low
753.5,6.03E-05,dark,low
754,5.33E-04,dark,low
754.5,5.58E-04,dark,low
755,4.39E-04,dark,low
755.5,1.29E-04,dark,low
756,4.77E-04,dark,low
756.5,3.93E-04,dark,low
757,3.32E-04,dark,low
757.5,1.04E-03,dark,low
758,6.51E-04,dark,low
758.5,3.87E-04,dark,low
759,7.20E-05,dark,low
759.5,8.82E-04,dark,low
760,7.31E-04,dark,low
760.5,4.51E-04,dark,low
761,2.29E-04,dark,low
761.5,5.06E-06,dark,low
762,3.42E-04,dark,low
762.5,7.13E-04,dark,low
763,1.20E-03,dark,low
763.5,5.11E-04,dark,low
764,4.88E-04,dark,low
764.5,4.45E-04,dark,low
765,4.02E-04,dark,low
765.5,7.55E-04,dark,low
766,2.57E-04,dark,low
766.5,2.92E-04,dark,low
767,3.13E-04,dark,low
767.5,5.32E-05,dark,low
768,0.00E+00,dark,low
768.5,3.38E-05,dark,low
769,1.37E-05,dark,low
769.5,1.86E-04,dark,low
770,0.00E+00,dark,low
770.5,0.00E+00,dark,low
771,0.00E+00,dark,low
771.5,0.00E+00,dark,low
772,0.00E+00,dark,low
772.5,3.47E-04,dark,low
773,6.08E-04,dark,low
773.5,3.53E-04,dark,low
774,8.62E-04,dark,low
774.5,2.20E-04,dark,low
775,7.61E-04,dark,low
775.5,6.01E-04,dark,low
776,2.68E-04,dark,low
776.5,7.41E-05,dark,low
777,4.20E-05,dark,low
777.5,7.53E-05,dark,low
778,8.32E-05,dark,low
778.5,4.39E-04,dark,low
779,4.53E-04,dark,low
779.5,2.42E-04,dark,low
780,4.81E-04,dark,low
780.5,2.09E-03,dark,low
781,1.39E-03,dark,low
781.5,3.24E-04,dark,low
782,6.15E-04,dark,low
782.5,3.31E-04,dark,low
783,5.31E-04,dark,low
783.5,4.82E-04,dark,low
784,0.00E+00,dark,low
784.5,0.00E+00,dark,low
785,3.19E-04,dark,low
785.5,8.49E-04,dark,low
786,6.83E-04,dark,low
786.5,6.77E-04,dark,low
787,4.56E-04,dark,low
787.5,7.21E-04,dark,low
788,3.60E-04,dark,low
788.5,7.25E-04,dark,low
789,1.05E-03,dark,low
789.5,1.51E-03,dark,low
790,1.92E-03,dark,low
790.5,1.62E-03,dark,low
791,9.92E-04,dark,low
791.5,1.03E-04,dark,low
792,1.14E-03,dark,low
792.5,1.14E-03,dark,low
793,1.02E-03,dark,low
793.5,1.81E-03,dark,low
794,1.92E-03,dark,low
794.5,1.31E-03,dark,low
795,7.17E-04,dark,low
795.5,0.00E+00,dark,low
796,0.00E+00,dark,low
796.5,0.00E+00,dark,low
797,0.00E+00,dark,low
797.5,0.00E+00,dark,low
798,1.60E-04,dark,low
798.5,2.23E-05,dark,low
799,4.64E-05,dark,low
799.5,8.61E-06,dark,low
800,2.07E-04,dark,low
800.5,9.67E-04,dark,low
801,1.29E-03,dark,low
801.5,1.57E-03,dark,low
802,2.79E-03,dark,low
802.5,2.41E-03,dark,low
803,1.23E-03,dark,low
803.5,1.22E-03,dark,low
804,1.17E-03,dark,low
804.5,1.06E-03,dark,low
805,1.69E-04,dark,low
805.5,0.00E+00,dark,low
806,0.00E+00,dark,low
806.5,0.00E+00,dark,low
807,0.00E+00,dark,low
807.5,0.00E+00,dark,low
808,0.00E+00,dark,low
808.5,3.82E-04,dark,low
809,3.94E-05,dark,low
809.5,6.87E-05,dark,low
810,7.02E-04,dark,low
810.5,5.42E-04,dark,low
811,2.58E-04,dark,low
811.5,9.95E-04,dark,low
812,7.83E-04,dark,low
812.5,9.91E-04,dark,low
813,1.42E-04,dark,low
813.5,2.42E-04,dark,low
814,0.00E+00,dark,low
814.5,0.00E+00,dark,low
815,0.00E+00,dark,low
815.5,1.03E-04,dark,low
816,7.82E-04,dark,low
816.5,0.00E+00,dark,low
817,3.31E-04,dark,low
817.5,1.34E-04,dark,low
818,1.22E-03,dark,low
818.5,6.40E-04,dark,low
819,1.98E-03,dark,low
819.5,1.62E-03,dark,low
820,1.46E-03,dark,low
820.5,1.60E-03,dark,low
821,1.67E-03,dark,low
821.5,1.05E-03,dark,low
822,1.13E-03,dark,low
822.5,1.98E-03,dark,low
823,1.99E-03,dark,low
823.5,1.19E-03,dark,low
824,8.85E-04,dark,low
824.5,1.31E-03,dark,low
825,3.39E-04,dark,low
825.5,1.02E-03,dark,low
826,1.21E-03,dark,low
826.5,9.73E-04,dark,low
827,1.54E-03,dark,low
827.5,8.64E-04,dark,low
828,7.25E-04,dark,low
828.5,0.00E+00,dark,low
829,0.00E+00,dark,low
829.5,0.00E+00,dark,low
830,0.00E+00,dark,low
830.5,0.00E+00,dark,low
831,4.90E-05,dark,low
831.5,2.35E-04,dark,low
832,0.00E+00,dark,low
832.5,4.44E-05,dark,low
833,1.55E-05,dark,low
833.5,1.07E-03,dark,low
834,0.00E+00,dark,low
834.5,0.00E+00,dark,low
835,0.00E+00,dark,low
835.5,0.00E+00,dark,low
836,0.00E+00,dark,low
836.5,0.00E+00,dark,low
837,6.97E-06,dark,low
837.5,5.58E-04,dark,low
838,2.00E-03,dark,low
838.5,2.65E-03,dark,low
839,1.64E-03,dark,low
839.5,1.23E-04,dark,low
840,3.45E-04,dark,low
840.5,1.82E-04,dark,low
841,1.05E-03,dark,low
841.5,7.26E-04,dark,low
842,1.91E-03,dark,low
842.5,2.12E-03,dark,low
843,1.60E-04,dark,low
843.5,0.00E+00,dark,low
844,0.00E+00,dark,low
844.5,0.00E+00,dark,low
845,0.00E+00,dark,low
845.5,0.00E+00,dark,low
846,0.00E+00,dark,low
846.5,1.04E-03,dark,low
847,4.28E-05,dark,low
847.5,1.94E-04,dark,low
848,0.00E+00,dark,low
848.5,0.00E+00,dark,low
849,0.00E+00,dark,low
849.5,0.00E+00,dark,low
850,1.10E-04,dark,low
850.5,1.24E-03,dark,low
851,0.00E+00,dark,low
851.5,0.00E+00,dark,low
852,0.00E+00,dark,low
852.5,0.00E+00,dark,low
853,0.00E+00,dark,low
853.5,0.00E+00,dark,low
854,0.00E+00,dark,low
854.5,1.01E-04,dark,low
855,9.87E-05,dark,low
855.5,0.00E+00,dark,low
856,0.00E+00,dark,low
856.5,3.31E-05,dark,low
857,8.86E-04,dark,low
857.5,1.54E-04,dark,low
858,2.44E-04,dark,low
858.5,0.00E+00,dark,low
859,0.00E+00,dark,low
859.5,0.00E+00,dark,low
860,6.64E-06,dark,low
860.5,7.08E-05,dark,low
861,0.00E+00,dark,low
861.5,0.00E+00,dark,low
862,2.78E-04,dark,low
862.5,5.37E-04,dark,low
863,9.58E-04,dark,low
863.5,2.90E-03,dark,low
864,0.00E+00,dark,low
864.5,2.67E-04,dark,low
865,3.04E-04,dark,low
865.5,0.00E+00,dark,low
866,0.00E+00,dark,low
866.5,1.11E-03,dark,low
867,0.00E+00,dark,low
867.5,0.00E+00,dark,low
868,5.32E-04,dark,low
868.5,1.16E-03,dark,low
869,7.96E-04,dark,low
869.5,1.05E-03,dark,low
870,3.79E-04,dark,low
870.5,1.94E-03,dark,low
871,4.62E-04,dark,low
871.5,3.59E-07,dark,low
872,4.18E-05,dark,low
872.5,2.04E-05,dark,low
873,0.00E+00,dark,low
873.5,0.00E+00,dark,low
874,1.33E-04,dark,low
874.5,1.65E-03,dark,low
875,1.96E-03,dark,low
875.5,1.58E-03,dark,low
876,1.40E-03,dark,low
876.5,1.22E-04,dark,low
877,4.36E-04,dark,low
877.5,9.45E-04,dark,low
878,1.47E-04,dark,low
878.5,3.89E-04,dark,low
879,9.33E-05,dark,low
879.5,0.00E+00,dark,low
880,4.49E-04,dark,low
880.5,9.81E-04,dark,low
881,2.13E-03,dark,low
881.5,2.76E-03,dark,low
882,0.00E+00,dark,low
882.5,0.00E+00,dark,low
883,0.00E+00,dark,low
883.5,0.00E+00,dark,low
884,0.00E+00,dark,low
884.5,0.00E+00,dark,low
885,9.74E-05,dark,low
885.5,2.01E-03,dark,low
886,2.22E-03,dark,low
886.5,8.81E-04,dark,low
887,9.93E-04,dark,low
887.5,6.01E-05,dark,low
888,0.00E+00,dark,low
888.5,0.00E+00,dark,low
889,0.00E+00,dark,low
889.5,8.54E-04,dark,low
890,6.73E-04,dark,low
890.5,0.00E+00,dark,low
891,7.09E-04,dark,low
891.5,2.52E-03,dark,low
892,3.00E-03,dark,low
892.5,2.33E-04,dark,low
893,9.40E-04,dark,low
893.5,3.91E-03,dark,low
894,4.25E-03,dark,low
894.5,3.89E-03,dark,low
895,2.08E-03,dark,low
895.5,4.88E-03,dark,low
896,4.19E-03,dark,low
896.5,1.61E-03,dark,low
897,1.36E-03,dark,low
897.5,5.21E-04,dark,low
898,3.28E-05,dark,low
898.5,8.90E-04,dark,low
899,1.16E-06,dark,low
899.5,9.38E-04,dark,low
900,4.92E-03,dark,low
900.5,3.34E-03,dark,low
901,1.84E-03,dark,low
901.5,1.98E-03,dark,low
902,4.54E-03,dark,low
902.5,5.45E-03,dark,low
903,2.06E-03,dark,low
903.5,0.00E+00,dark,low
904,0.00E+00,dark,low
904.5,1.21E-04,dark,low
905,1.07E-03,dark,low
905.5,1.97E-03,dark,low
906,2.25E-03,dark,low
906.5,1.46E-03,dark,low
907,9.52E-04,dark,low
907.5,0.00E+00,dark,low
908,0.00E+00,dark,low
908.5,1.18E-03,dark,low
909,1.40E-03,dark,low
909.5,2.02E-04,dark,low
910,0.00E+00,dark,low
910.5,3.06E-03,dark,low
911,4.38E-04,dark,low
911.5,1.51E-03,dark,low
912,6.17E-04,dark,low
912.5,1.86E-03,dark,low
913,8.85E-04,dark,low
913.5,2.86E-03,dark,low
914,5.95E-04,dark,low
914.5,6.65E-04,dark,low
915,3.61E-03,dark,low
915.5,4.95E-03,dark,low
916,3.49E-03,dark,low
916.5,1.57E-03,dark,low
917,4.45E-04,dark,low
917.5,8.84E-05,dark,low
918,0.00E+00,dark,low
918.5,0.00E+00,dark,low
919,0.00E+00,dark,low
919.5,7.04E-04,dark,low
920,1.01E-03,dark,low
920.5,1.21E-04,dark,low
921,5.21E-05,dark,low
921.5,1.37E-03,dark,low
922,4.29E-03,dark,low
922.5,6.39E-04,dark,low
923,3.20E-03,dark,low
923.5,4.72E-03,dark,low
924,4.07E-03,dark,low
924.5,1.39E-03,dark,low
925,5.06E-04,dark,low
925.5,0.00E+00,dark,low
926,2.23E-05,dark,low
926.5,0.00E+00,dark,low
927,2.91E-04,dark,low
927.5,8.44E-04,dark,low
928,0.00E+00,dark,low
928.5,9.13E-04,dark,low
929,4.39E-04,dark,low
929.5,1.45E-03,dark,low
930,7.04E-05,dark,low
930.5,2.37E-04,dark,low
931,2.32E-03,dark,low
931.5,0.00E+00,dark,low
932,0.00E+00,dark,low
932.5,0.00E+00,dark,low
933,0.00E+00,dark,low
933.5,0.00E+00,dark,low
934,9.78E-04,dark,low
934.5,3.69E-03,dark,low
935,8.58E-04,dark,low
935.5,1.83E-03,dark,low
936,1.87E-03,dark,low
936.5,2.16E-03,dark,low
937,2.72E-03,dark,low
937.5,7.60E-04,dark,low
938,8.67E-04,dark,low
938.5,1.28E-05,dark,low
939,2.28E-03,dark,low
939.5,1.42E-03,dark,low
940,1.00E-03,dark,low
940.5,6.11E-04,dark,low
941,9.39E-04,dark,low
941.5,1.98E-03,dark,low
942,2.41E-03,dark,low
942.5,1.22E-04,dark,low
943,1.37E-03,dark,low
943.5,4.08E-04,dark,low
944,2.57E-03,dark,low
944.5,5.71E-03,dark,low
945,6.66E-03,dark,low
945.5,3.91E-03,dark,low
946,1.54E-03,dark,low
946.5,4.81E-03,dark,low
947,2.31E-03,dark,low
947.5,8.99E-04,dark,low
948,9.75E-04,dark,low
948.5,2.34E-03,dark,low
949,2.32E-03,dark,low
949.5,2.09E-03,dark,low
950,1.12E-03,dark,low
950.5,3.87E-04,dark,low
951,8.23E-03,dark,low
951.5,1.27E-02,dark,low
952,9.74E-03,dark,low
952.5,1.04E-02,dark,low
953,3.85E-03,dark,low
953.5,0.00E+00,dark,low
954,0.00E+00,dark,low
954.5,0.00E+00,dark,low
955,0.00E+00,dark,low
955.5,1.74E-03,dark,low
956,0.00E+00,dark,low
956.5,0.00E+00,dark,low
957,0.00E+00,dark,low
957.5,0.00E+00,dark,low
958,0.00E+00,dark,low
958.5,1.20E-03,dark,low
959,5.35E-04,dark,low
959.5,0.00E+00,dark,low
960,2.71E-03,dark,low
960.5,1.97E-04,dark,low
961,2.74E-03,dark,low
961.5,4.05E-04,dark,low
962,8.75E-04,dark,low
962.5,0.00E+00,dark,low
963,1.32E-03,dark,low
963.5,5.99E-04,dark,low
964,0.00E+00,dark,low
964.5,4.88E-04,dark,low
965,2.60E-03,dark,low
965.5,4.25E-07,dark,low
966,1.16E-03,dark,low
966.5,2.68E-03,dark,low
967,0.00E+00,dark,low
967.5,0.00E+00,dark,low
968,0.00E+00,dark,low
968.5,0.00E+00,dark,low
969,0.00E+00,dark,low
969.5,1.92E-05,dark,low
970,6.94E-04,dark,low
970.5,2.37E-03,dark,low
971,7.61E-03,dark,low
971.5,4.85E-03,dark,low
972,1.29E-03,dark,low
972.5,5.98E-04,dark,low
973,0.00E+00,dark,low
973.5,0.00E+00,dark,low
974,0.00E+00,dark,low
974.5,0.00E+00,dark,low
975,0.00E+00,dark,low
975.5,0.00E+00,dark,low
976,0.00E+00,dark,low
976.5,0.00E+00,dark,low
977,0.00E+00,dark,low
977.5,0.00E+00,dark,low
978,0.00E+00,dark,low
978.5,0.00E+00,dark,low
979,0.00E+00,dark,low
979.5,0.00E+00,dark,low
980,0.00E+00,dark,low
980.5,0.00E+00,dark,low
981,6.21E-04,dark,low
981.5,5.32E-03,dark,low
982,1.24E-02,dark,low
982.5,9.81E-03,dark,low
983,1.05E-03,dark,low
983.5,0.00E+00,dark,low
984,9.97E-03,dark,low
984.5,1.79E-04,dark,low
985,6.94E-04,dark,low
985.5,0.00E+00,dark,low
986,5.80E-03,dark,low
986.5,1.10E-02,dark,low
987,8.27E-03,dark,low
987.5,1.16E-02,dark,low
988,1.30E-03,dark,low
988.5,0.00E+00,dark,low
989,1.55E-04,dark,low
989.5,1.24E-03,dark,low
990,0.00E+00,dark,low
990.5,2.89E-04,dark,low
991,2.75E-03,dark,low
991.5,1.88E-03,dark,low
992,1.21E-03,dark,low
992.5,3.39E-04,dark,low
993,0.00E+00,dark,low
993.5,0.00E+00,dark,low
994,0.00E+00,dark,low
994.5,6.22E-04,dark,low
995,2.16E-03,dark,low
995.5,3.64E-03,dark,low
996,7.48E-03,dark,low
996.5,2.35E-03,dark,low
997,0.00E+00,dark,low
997.5,0.00E+00,dark,low
998,0.00E+00,dark,low
998.5,0.00E+00,dark,low
999,0.00E+00,dark,low
999.5,0.00E+00,dark,low
1000,0.00E+00,dark,low
1000.5,1.56E-04,dark,low
1001,2.16E-04,dark,low
1001.5,0.00E+00,dark,low
1002,0.00E+00,dark,low
1002.5,0.00E+00,dark,low
1003,0.00E+00,dark,low
1003.5,0.00E+00,dark,low
1004,0.00E+00,dark,low
1004.5,0.00E+00,dark,low
1005,0.00E+00,dark,low
1005.5,1.40E-03,dark,low
1006,2.31E-03,dark,low
1006.5,1.04E-02,dark,low
1007,7.26E-03,dark,low
1007.5,0.00E+00,dark,low
1008,0.00E+00,dark,low
1008.5,0.00E+00,dark,low
1009,0.00E+00,dark,low
1009.5,8.00E-05,dark,low
1010,6.48E-04,dark,low
1010.5,0.00E+00,dark,low
1011,0.00E+00,dark,low
1011.5,3.97E-04,dark,low
1012,3.61E-04,dark,low
1012.5,6.58E-03,dark,low
1013,9.99E-03,dark,low
1013.5,1.53E-03,dark,low
1014,0.00E+00,dark,low
1014.5,0.00E+00,dark,low
1015,0.00E+00,dark,low
1015.5,0.00E+00,dark,low
1016,0.00E+00,dark,low
1016.5,0.00E+00,dark,low
1017,0.00E+00,dark,low
1017.5,3.66E-03,dark,low
1018,2.14E-02,dark,low
1018.5,2.90E-02,dark,low
1019,4.19E-03,dark,low
1019.5,9.89E-06,dark,low
